query_id,filter_expr,chosen_strategy,chosen_index,actual_recall,latency_ms,fallback
q_23130,"age ∈ [20,60] AND attr = 'D'",root search,root,0.959,0.99,否
q_23131,"age ∈ [20,60] AND country = 'US'",root search,root,0.978,0.66,否
q_23132,"age ∈ [20,60] AND country = 'US'",upward search,attr = D → root,0.931,0.72,否
q_23133,"income ∈ [50k, 100k] AND hobby = 'Music'",brute-force fallback,N/A,0.934,4.64,是
q_23134,department = 'R&D',root search,root,0.956,0.3,否
q_23135,rare_tag = 'X' AND attr = 'Z',root search,root,0.971,0.81,否
q_23136,city = 'Beijing',covering search,attr = country,0.979,1.23,否
q_23137,"age ∈ [20,60] AND attr = 'D'",covering search,attr = income,0.972,1.29,否
q_23138,"age ∈ [20,60] AND attr = 'D'",root search,root,0.979,0.53,否
q_23139,"age ∈ [20,60] AND gender = 'M'",upward search,attr = B → root,0.943,0.31,否
q_23140,rare_tag = 'X' AND attr = 'Z',covering search,attr = country,0.965,1.07,否
q_23141,city = 'Beijing',covering search,attr = income,0.934,0.36,否
q_23142,department = 'R&D',upward search,attr = D → root,0.935,0.77,否
q_23143,"age ∈ [20,60] AND gender = 'M'",covering search,attr = income,0.935,0.65,否
q_23144,rare_tag = 'X' AND attr = 'Z',root search,root,0.922,0.38,否
q_23145,"age ∈ [20,60] AND gender = 'M'",upward search,attr = B → root,0.932,0.35,否
q_23146,"age ∈ [20,60] AND gender = 'M'",covering search,attr = country,0.923,1.23,否
q_23147,"age ∈ [20,60] AND country = 'US'",upward search,attr = B → root,0.942,0.93,否
q_23148,"income ∈ [50k, 100k] AND hobby = 'Music'",root search,root,0.978,0.67,否
q_23149,"age ∈ [20,60] AND gender = 'M'",root search,root,0.963,0.82,否
q_23150,"age ∈ [20,60] AND country = 'US'",covering search,attr = age,0.972,0.44,否
q_23151,rare_tag = 'X' AND attr = 'Z',covering search,attr = income,0.948,0.24,否
q_23152,"age ∈ [20,60] AND attr = 'D'",upward search,attr = B → root,0.923,0.77,否
q_23153,"age ∈ [20,60] AND country = 'US'",covering search,attr = age,0.922,1.32,否
q_23154,"age ∈ [20,60] AND country = 'US'",upward search,attr = D → root,0.948,0.7,否
q_23155,"age ∈ [20,60] AND country = 'US'",root search,root,0.975,0.62,否
q_23156,"age ∈ [20,60] AND attr = 'D'",upward search,attr = D → root,0.923,1.21,否
q_23157,"age ∈ [20,60] AND gender = 'M'",root search,root,0.932,1.03,否
q_23158,rare_tag = 'X' AND attr = 'Z',brute-force fallback,N/A,0.938,3.04,是
q_23159,"age ∈ [20,60] AND gender = 'M'",upward search,attr = B → root,0.927,0.92,否
q_23160,"age ∈ [20,60] AND attr = 'D'",covering search,attr = age,0.929,1.4,否
q_23161,"income ∈ [50k, 100k] AND hobby = 'Music'",covering search,attr = age,0.941,0.47,否
q_23162,"age ∈ [20,60] AND country = 'US'",upward search,attr = B → root,0.966,1.26,否
q_23163,"age ∈ [20,60] AND attr = 'D'",upward search,attr = B → root,0.98,0.57,否
q_23164,rare_tag = 'X' AND attr = 'Z',covering search,attr = income,0.951,0.77,否
q_23165,department = 'R&D',root search,root,0.934,1.22,否
q_23166,department = 'R&D',root search,root,0.945,0.8,否
q_23167,"income ∈ [50k, 100k] AND hobby = 'Music'",root search,root,0.926,0.58,否
q_23168,department = 'R&D',covering search,attr = country,0.962,1.43,否
q_23169,"age ∈ [20,60] AND gender = 'M'",root search,root,0.978,1.3,否
q_23170,rare_tag = 'X' AND attr = 'Z',brute-force fallback,N/A,0.93,3.29,是
q_23171,department = 'R&D',root search,root,0.968,0.29,否
q_23172,"age ∈ [20,60] AND gender = 'M'",root search,root,0.94,1.1,否
q_23173,"age ∈ [20,60] AND country = 'US'",upward search,attr = D → root,0.933,1.44,否
q_23174,"age ∈ [20,60] AND gender = 'M'",covering search,attr = country,0.944,1.49,否
q_23175,department = 'R&D',upward search,attr = B → root,0.962,0.85,否
q_23176,"age ∈ [20,60] AND gender = 'M'",root search,root,0.96,0.65,否
q_23177,rare_tag = 'X' AND attr = 'Z',root search,root,0.977,1.45,否
q_23178,department = 'R&D',covering search,attr = country,0.973,0.81,否
q_23179,"age ∈ [20,60] AND country = 'US'",root search,root,0.943,0.31,否
q_23180,"age ∈ [20,60] AND gender = 'M'",covering search,attr = income,0.924,0.64,否
q_23181,"age ∈ [20,60] AND attr = 'D'",root search,root,0.955,0.74,否
q_23182,"income ∈ [50k, 100k] AND hobby = 'Music'",upward search,attr = D → root,0.941,1.15,否
q_23183,"age ∈ [20,60] AND gender = 'M'",brute-force fallback,N/A,0.936,4.9,是
q_23184,rare_tag = 'X' AND attr = 'Z',root search,root,0.923,1.28,否
q_23185,"age ∈ [20,60] AND attr = 'D'",upward search,attr = D → root,0.957,0.52,否
q_23186,rare_tag = 'X' AND attr = 'Z',root search,root,0.955,0.68,否
q_23187,"age ∈ [20,60] AND country = 'US'",covering search,attr = income,0.959,1.1,否
q_23188,"age ∈ [20,60] AND attr = 'D'",root search,root,0.94,0.38,否
q_23189,city = 'Beijing',root search,root,0.932,0.98,否
q_23190,city = 'Beijing',covering search,attr = income,0.97,1.02,否
q_23191,"age ∈ [20,60] AND country = 'US'",root search,root,0.978,0.76,否
q_23192,rare_tag = 'X' AND attr = 'Z',root search,root,0.959,1.21,否
q_23193,"age ∈ [20,60] AND attr = 'D'",upward search,attr = D → root,0.935,0.35,否
q_23194,"age ∈ [20,60] AND attr = 'D'",upward search,attr = D → root,0.921,1.45,否
q_23195,"age ∈ [20,60] AND country = 'US'",root search,root,0.958,0.86,否
q_23196,"age ∈ [20,60] AND country = 'US'",covering search,attr = income,0.958,1.07,否
q_23197,city = 'Beijing',root search,root,0.928,0.43,否
q_23198,department = 'R&D',brute-force fallback,N/A,0.99,2.28,是
q_23199,"age ∈ [20,60] AND attr = 'D'",covering search,attr = age,0.941,0.66,否
q_23200,city = 'Beijing',covering search,attr = country,0.937,0.85,否
q_23201,"age ∈ [20,60] AND gender = 'M'",covering search,attr = income,0.956,1.28,否
q_23202,rare_tag = 'X' AND attr = 'Z',covering search,attr = age,0.955,0.4,否
q_23203,"age ∈ [20,60] AND attr = 'D'",root search,root,0.93,0.6,否
q_23204,"income ∈ [50k, 100k] AND hobby = 'Music'",root search,root,0.961,0.74,否
q_23205,department = 'R&D',root search,root,0.934,1.43,否
q_23206,"age ∈ [20,60] AND gender = 'M'",root search,root,0.95,0.88,否
q_23207,rare_tag = 'X' AND attr = 'Z',covering search,attr = age,0.976,0.73,否
q_23208,rare_tag = 'X' AND attr = 'Z',root search,root,0.939,0.44,否
q_23209,"age ∈ [20,60] AND country = 'US'",root search,root,0.961,1.23,否
q_23210,city = 'Beijing',root search,root,0.979,0.72,否
q_23211,"income ∈ [50k, 100k] AND hobby = 'Music'",root search,root,0.974,0.27,否
q_23212,"income ∈ [50k, 100k] AND hobby = 'Music'",root search,root,0.973,0.95,否
q_23213,"age ∈ [20,60] AND gender = 'M'",upward search,attr = B → root,0.961,0.91,否
q_23214,city = 'Beijing',root search,root,0.927,0.82,否
q_23215,"age ∈ [20,60] AND gender = 'M'",covering search,attr = income,0.969,1.09,否
q_23216,"age ∈ [20,60] AND attr = 'D'",covering search,attr = income,0.921,0.72,否
q_23217,city = 'Beijing',upward search,attr = D → root,0.926,1.35,否
q_23218,"income ∈ [50k, 100k] AND hobby = 'Music'",upward search,attr = B → root,0.927,0.35,否
q_23219,city = 'Beijing',root search,root,0.941,0.58,否
q_23220,rare_tag = 'X' AND attr = 'Z',root search,root,0.938,1.4,否
q_23221,"age ∈ [20,60] AND country = 'US'",root search,root,0.98,0.75,否
q_23222,"age ∈ [20,60] AND gender = 'M'",covering search,attr = income,0.97,1.07,否
q_23223,city = 'Beijing',upward search,attr = D → root,0.975,1.2,否
q_23224,"age ∈ [20,60] AND attr = 'D'",covering search,attr = age,0.949,0.29,否
q_23225,department = 'R&D',root search,root,0.947,0.25,否
q_23226,city = 'Beijing',root search,root,0.956,0.58,否
q_23227,"income ∈ [50k, 100k] AND hobby = 'Music'",upward search,attr = B → root,0.926,1.39,否
q_23228,"income ∈ [50k, 100k] AND hobby = 'Music'",covering search,attr = income,0.947,0.29,否
q_23229,"age ∈ [20,60] AND attr = 'D'",covering search,attr = age,0.944,0.33,否
q_23230,"income ∈ [50k, 100k] AND hobby = 'Music'",root search,root,0.977,1.35,否
q_23231,rare_tag = 'X' AND attr = 'Z',upward search,attr = D → root,0.952,0.67,否
q_23232,"age ∈ [20,60] AND attr = 'D'",root search,root,0.966,0.68,否
q_23233,department = 'R&D',covering search,attr = income,0.942,0.72,否
q_23234,department = 'R&D',upward search,attr = D → root,0.978,0.25,否
q_23235,department = 'R&D',covering search,attr = age,0.973,0.84,否
q_23236,"income ∈ [50k, 100k] AND hobby = 'Music'",root search,root,0.972,0.39,否
q_23237,"age ∈ [20,60] AND gender = 'M'",root search,root,0.941,0.53,否
q_23238,department = 'R&D',root search,root,0.962,1.46,否
q_23239,"age ∈ [20,60] AND attr = 'D'",upward search,attr = B → root,0.969,0.84,否
q_23240,rare_tag = 'X' AND attr = 'Z',upward search,attr = B → root,0.926,1.44,否
q_23241,city = 'Beijing',covering search,attr = age,0.966,1.21,否
q_23242,city = 'Beijing',brute-force fallback,N/A,0.938,3.29,是
q_23243,"age ∈ [20,60] AND gender = 'M'",covering search,attr = income,0.927,0.51,否
q_23244,department = 'R&D',brute-force fallback,N/A,0.933,2.81,是
q_23245,department = 'R&D',brute-force fallback,N/A,0.941,3.76,是
q_23246,"income ∈ [50k, 100k] AND hobby = 'Music'",upward search,attr = B → root,0.938,1.22,否
q_23247,"age ∈ [20,60] AND country = 'US'",root search,root,0.958,0.32,否
q_23248,rare_tag = 'X' AND attr = 'Z',root search,root,0.963,1.46,否
q_23249,"age ∈ [20,60] AND country = 'US'",root search,root,0.947,1.22,否
q_23250,department = 'R&D',root search,root,0.923,0.67,否
q_23251,"income ∈ [50k, 100k] AND hobby = 'Music'",covering search,attr = age,0.977,1.01,否
q_23252,rare_tag = 'X' AND attr = 'Z',root search,root,0.944,0.53,否
q_23253,"age ∈ [20,60] AND gender = 'M'",covering search,attr = age,0.939,0.25,否
q_23254,department = 'R&D',brute-force fallback,N/A,0.98,5.74,是
q_23255,"age ∈ [20,60] AND country = 'US'",covering search,attr = age,0.951,0.96,否
q_23256,city = 'Beijing',root search,root,0.974,1.1,否
q_23257,"age ∈ [20,60] AND gender = 'M'",upward search,attr = B → root,0.935,1.2,否
q_23258,rare_tag = 'X' AND attr = 'Z',root search,root,0.953,0.44,否
q_23259,city = 'Beijing',upward search,attr = D → root,0.965,0.33,否
q_23260,city = 'Beijing',root search,root,0.951,0.81,否
q_23261,"age ∈ [20,60] AND gender = 'M'",covering search,attr = age,0.962,1.41,否
q_23262,"age ∈ [20,60] AND attr = 'D'",root search,root,0.961,0.46,否
q_23263,city = 'Beijing',covering search,attr = country,0.933,0.29,否
q_23264,"age ∈ [20,60] AND country = 'US'",root search,root,0.931,0.75,否
q_23265,department = 'R&D',covering search,attr = age,0.957,1.04,否
q_23266,"income ∈ [50k, 100k] AND hobby = 'Music'",root search,root,0.955,1.18,否
q_23267,"age ∈ [20,60] AND attr = 'D'",covering search,attr = income,0.965,1.03,否
q_23268,"age ∈ [20,60] AND attr = 'D'",covering search,attr = country,0.946,1.18,否
q_23269,"age ∈ [20,60] AND country = 'US'",upward search,attr = D → root,0.977,1.27,否
q_23270,"income ∈ [50k, 100k] AND hobby = 'Music'",upward search,attr = D → root,0.925,1.0,否
q_23271,"age ∈ [20,60] AND attr = 'D'",root search,root,0.977,0.49,否
q_23272,rare_tag = 'X' AND attr = 'Z',root search,root,0.974,0.22,否
q_23273,"age ∈ [20,60] AND gender = 'M'",covering search,attr = income,0.961,0.39,否
q_23274,"age ∈ [20,60] AND country = 'US'",upward search,attr = D → root,0.926,0.39,否
q_23275,department = 'R&D',root search,root,0.943,0.48,否
q_23276,city = 'Beijing',root search,root,0.969,1.04,否
q_23277,department = 'R&D',upward search,attr = D → root,0.942,0.52,否
q_23278,department = 'R&D',root search,root,0.924,0.36,否
q_23279,"age ∈ [20,60] AND country = 'US'",upward search,attr = D → root,0.955,0.8,否
q_23280,"age ∈ [20,60] AND country = 'US'",root search,root,0.967,1.47,否
q_23281,"age ∈ [20,60] AND country = 'US'",brute-force fallback,N/A,0.932,3.58,是
q_23282,"age ∈ [20,60] AND country = 'US'",covering search,attr = age,0.953,1.28,否
q_23283,"age ∈ [20,60] AND country = 'US'",root search,root,0.949,0.43,否
q_23284,department = 'R&D',covering search,attr = income,0.931,0.34,否
q_23285,"income ∈ [50k, 100k] AND hobby = 'Music'",covering search,attr = age,0.972,0.57,否
q_23286,rare_tag = 'X' AND attr = 'Z',root search,root,0.937,0.86,否
q_23287,"age ∈ [20,60] AND attr = 'D'",covering search,attr = income,0.98,1.08,否
q_23288,city = 'Beijing',root search,root,0.972,0.46,否
q_23289,rare_tag = 'X' AND attr = 'Z',brute-force fallback,N/A,0.978,3.0,是
q_23290,rare_tag = 'X' AND attr = 'Z',root search,root,0.93,1.39,否
q_23291,"income ∈ [50k, 100k] AND hobby = 'Music'",brute-force fallback,N/A,0.957,5.54,是
q_23292,city = 'Beijing',brute-force fallback,N/A,0.964,2.97,是
q_23293,department = 'R&D',brute-force fallback,N/A,0.989,5.85,是
q_23294,"age ∈ [20,60] AND gender = 'M'",brute-force fallback,N/A,0.976,5.56,是
q_23295,"age ∈ [20,60] AND attr = 'D'",root search,root,0.961,0.77,否
q_23296,city = 'Beijing',root search,root,0.921,0.36,否
q_23297,"income ∈ [50k, 100k] AND hobby = 'Music'",upward search,attr = D → root,0.934,0.39,否
q_23298,"age ∈ [20,60] AND country = 'US'",root search,root,0.944,0.53,否
q_23299,rare_tag = 'X' AND attr = 'Z',covering search,attr = country,0.972,0.97,否
q_23300,"age ∈ [20,60] AND attr = 'D'",covering search,attr = age,0.93,0.41,否
q_23301,rare_tag = 'X' AND attr = 'Z',root search,root,0.96,0.3,否
q_23302,city = 'Beijing',root search,root,0.924,1.4,否
q_23303,"income ∈ [50k, 100k] AND hobby = 'Music'",root search,root,0.945,0.56,否
q_23304,"income ∈ [50k, 100k] AND hobby = 'Music'",covering search,attr = country,0.948,0.26,否
q_23305,"age ∈ [20,60] AND gender = 'M'",covering search,attr = income,0.921,1.06,否
q_23306,"age ∈ [20,60] AND attr = 'D'",root search,root,0.952,0.67,否
q_23307,"age ∈ [20,60] AND attr = 'D'",root search,root,0.931,0.32,否
q_23308,rare_tag = 'X' AND attr = 'Z',covering search,attr = country,0.932,0.37,否
q_23309,city = 'Beijing',root search,root,0.953,0.97,否
q_23310,"income ∈ [50k, 100k] AND hobby = 'Music'",root search,root,0.945,0.28,否
q_23311,"age ∈ [20,60] AND gender = 'M'",upward search,attr = D → root,0.948,0.6,否
q_23312,"age ∈ [20,60] AND gender = 'M'",covering search,attr = country,0.959,1.29,否
q_23313,rare_tag = 'X' AND attr = 'Z',root search,root,0.955,0.67,否
q_23314,"age ∈ [20,60] AND country = 'US'",covering search,attr = income,0.944,1.34,否
q_23315,department = 'R&D',brute-force fallback,N/A,0.952,5.8,是
q_23316,department = 'R&D',root search,root,0.962,1.2,否
q_23317,rare_tag = 'X' AND attr = 'Z',covering search,attr = country,0.936,1.41,否
q_23318,"age ∈ [20,60] AND country = 'US'",upward search,attr = B → root,0.962,1.06,否
q_23319,"age ∈ [20,60] AND country = 'US'",upward search,attr = B → root,0.939,0.49,否
q_23320,city = 'Beijing',covering search,attr = country,0.922,0.46,否
q_23321,city = 'Beijing',root search,root,0.929,0.64,否
q_23322,rare_tag = 'X' AND attr = 'Z',upward search,attr = D → root,0.948,0.86,否
q_23323,department = 'R&D',root search,root,0.941,1.21,否
q_23324,"age ∈ [20,60] AND attr = 'D'",covering search,attr = age,0.971,0.42,否
q_23325,rare_tag = 'X' AND attr = 'Z',covering search,attr = age,0.973,0.78,否
q_23326,rare_tag = 'X' AND attr = 'Z',root search,root,0.928,0.89,否
q_23327,"age ∈ [20,60] AND country = 'US'",covering search,attr = age,0.95,0.68,否
q_23328,"age ∈ [20,60] AND attr = 'D'",covering search,attr = age,0.951,0.25,否
q_23329,department = 'R&D',upward search,attr = B → root,0.954,0.63,否
q_23330,city = 'Beijing',upward search,attr = D → root,0.954,0.31,否
q_23331,"age ∈ [20,60] AND gender = 'M'",root search,root,0.964,0.42,否
q_23332,rare_tag = 'X' AND attr = 'Z',root search,root,0.922,0.23,否
q_23333,city = 'Beijing',covering search,attr = country,0.973,1.28,否
q_23334,"age ∈ [20,60] AND country = 'US'",upward search,attr = D → root,0.941,0.91,否
q_23335,rare_tag = 'X' AND attr = 'Z',brute-force fallback,N/A,0.95,3.0,是
q_23336,city = 'Beijing',root search,root,0.948,0.64,否
q_23337,rare_tag = 'X' AND attr = 'Z',covering search,attr = income,0.967,0.34,否
q_23338,city = 'Beijing',covering search,attr = country,0.954,1.2,否
q_23339,"age ∈ [20,60] AND attr = 'D'",covering search,attr = country,0.971,1.43,否
q_23340,"income ∈ [50k, 100k] AND hobby = 'Music'",root search,root,0.975,1.15,否
q_23341,"age ∈ [20,60] AND attr = 'D'",covering search,attr = age,0.945,1.16,否
q_23342,department = 'R&D',root search,root,0.967,0.51,否
q_23343,"age ∈ [20,60] AND gender = 'M'",upward search,attr = D → root,0.957,1.23,否
q_23344,rare_tag = 'X' AND attr = 'Z',root search,root,0.95,0.74,否
q_23345,"income ∈ [50k, 100k] AND hobby = 'Music'",upward search,attr = D → root,0.93,0.45,否
q_23346,city = 'Beijing',root search,root,0.975,0.25,否
q_23347,"income ∈ [50k, 100k] AND hobby = 'Music'",covering search,attr = income,0.921,1.03,否
q_23348,"income ∈ [50k, 100k] AND hobby = 'Music'",upward search,attr = D → root,0.928,0.75,否
q_23349,"income ∈ [50k, 100k] AND hobby = 'Music'",covering search,attr = country,0.922,0.42,否
q_23350,"income ∈ [50k, 100k] AND hobby = 'Music'",covering search,attr = country,0.973,0.41,否
q_23351,"age ∈ [20,60] AND country = 'US'",upward search,attr = D → root,0.944,1.46,否
q_23352,"age ∈ [20,60] AND country = 'US'",root search,root,0.955,0.36,否
q_23353,department = 'R&D',covering search,attr = country,0.973,1.44,否
q_23354,"age ∈ [20,60] AND attr = 'D'",covering search,attr = age,0.922,1.46,否
q_23355,"age ∈ [20,60] AND gender = 'M'",covering search,attr = income,0.943,1.35,否
q_23356,city = 'Beijing',upward search,attr = B → root,0.976,0.33,否
q_23357,city = 'Beijing',covering search,attr = income,0.959,0.45,否
q_23358,"age ∈ [20,60] AND country = 'US'",root search,root,0.98,0.99,否
q_23359,"age ∈ [20,60] AND country = 'US'",upward search,attr = B → root,0.943,0.33,否
q_23360,city = 'Beijing',root search,root,0.946,0.85,否
q_23361,"age ∈ [20,60] AND country = 'US'",upward search,attr = D → root,0.947,0.32,否
q_23362,"age ∈ [20,60] AND gender = 'M'",covering search,attr = income,0.921,0.99,否
q_23363,"age ∈ [20,60] AND attr = 'D'",brute-force fallback,N/A,0.988,2.48,是
q_23364,"age ∈ [20,60] AND attr = 'D'",root search,root,0.926,0.5,否
q_23365,"income ∈ [50k, 100k] AND hobby = 'Music'",covering search,attr = age,0.939,1.45,否
q_23366,department = 'R&D',upward search,attr = D → root,0.98,0.79,否
q_23367,city = 'Beijing',covering search,attr = age,0.963,0.3,否
q_23368,"age ∈ [20,60] AND country = 'US'",covering search,attr = income,0.946,0.6,否
q_23369,"age ∈ [20,60] AND gender = 'M'",covering search,attr = income,0.944,0.59,否
q_23370,"age ∈ [20,60] AND attr = 'D'",covering search,attr = age,0.947,0.77,否
q_23371,city = 'Beijing',covering search,attr = age,0.946,1.43,否
q_23372,"age ∈ [20,60] AND attr = 'D'",brute-force fallback,N/A,0.962,2.18,是
q_23373,"age ∈ [20,60] AND gender = 'M'",root search,root,0.925,0.76,否
q_23374,"age ∈ [20,60] AND attr = 'D'",root search,root,0.949,0.55,否
q_23375,"age ∈ [20,60] AND country = 'US'",root search,root,0.974,1.3,否
q_23376,rare_tag = 'X' AND attr = 'Z',root search,root,0.924,0.57,否
q_23377,"income ∈ [50k, 100k] AND hobby = 'Music'",covering search,attr = age,0.94,1.44,否
q_23378,"age ∈ [20,60] AND attr = 'D'",upward search,attr = D → root,0.923,0.45,否
q_23379,city = 'Beijing',covering search,attr = income,0.948,0.69,否
q_23380,rare_tag = 'X' AND attr = 'Z',brute-force fallback,N/A,0.974,2.65,是
q_23381,rare_tag = 'X' AND attr = 'Z',upward search,attr = D → root,0.96,0.77,否
q_23382,rare_tag = 'X' AND attr = 'Z',covering search,attr = income,0.925,1.3,否
q_23383,city = 'Beijing',upward search,attr = D → root,0.964,1.3,否
q_23384,department = 'R&D',covering search,attr = country,0.974,0.53,否
q_23385,rare_tag = 'X' AND attr = 'Z',root search,root,0.979,0.83,否
q_23386,city = 'Beijing',root search,root,0.942,0.63,否
q_23387,department = 'R&D',upward search,attr = B → root,0.962,1.06,否
q_23388,city = 'Beijing',root search,root,0.979,0.67,否
q_23389,"age ∈ [20,60] AND attr = 'D'",brute-force fallback,N/A,0.989,3.28,是
q_23390,rare_tag = 'X' AND attr = 'Z',root search,root,0.976,1.27,否
q_23391,"age ∈ [20,60] AND attr = 'D'",root search,root,0.926,0.72,否
q_23392,city = 'Beijing',covering search,attr = country,0.946,1.37,否
q_23393,department = 'R&D',covering search,attr = income,0.951,1.39,否
q_23394,"age ∈ [20,60] AND country = 'US'",root search,root,0.953,1.37,否
q_23395,rare_tag = 'X' AND attr = 'Z',covering search,attr = country,0.947,0.34,否
q_23396,"age ∈ [20,60] AND gender = 'M'",root search,root,0.956,0.39,否
q_23397,department = 'R&D',upward search,attr = D → root,0.977,1.13,否
q_23398,"income ∈ [50k, 100k] AND hobby = 'Music'",covering search,attr = age,0.93,1.08,否
q_23399,city = 'Beijing',upward search,attr = D → root,0.93,1.3,否
q_23400,department = 'R&D',upward search,attr = D → root,0.948,1.08,否
q_23401,"age ∈ [20,60] AND gender = 'M'",covering search,attr = country,0.969,1.19,否
q_23402,"age ∈ [20,60] AND attr = 'D'",covering search,attr = income,0.947,1.33,否
q_23403,"age ∈ [20,60] AND country = 'US'",covering search,attr = country,0.945,1.17,否
q_23404,"income ∈ [50k, 100k] AND hobby = 'Music'",root search,root,0.956,1.32,否
q_23405,"age ∈ [20,60] AND country = 'US'",root search,root,0.952,1.14,否
q_23406,rare_tag = 'X' AND attr = 'Z',brute-force fallback,N/A,0.991,3.16,是
q_23407,"age ∈ [20,60] AND gender = 'M'",brute-force fallback,N/A,0.994,3.23,是
q_23408,"income ∈ [50k, 100k] AND hobby = 'Music'",root search,root,0.972,1.04,否
q_23409,rare_tag = 'X' AND attr = 'Z',root search,root,0.934,1.1,否
q_23410,department = 'R&D',root search,root,0.928,0.41,否
q_23411,"age ∈ [20,60] AND gender = 'M'",upward search,attr = D → root,0.964,0.72,否
q_23412,rare_tag = 'X' AND attr = 'Z',covering search,attr = income,0.933,0.59,否
q_23413,"age ∈ [20,60] AND attr = 'D'",root search,root,0.924,0.71,否
q_23414,"age ∈ [20,60] AND gender = 'M'",root search,root,0.922,0.32,否
q_23415,"age ∈ [20,60] AND attr = 'D'",root search,root,0.927,0.77,否
q_23416,rare_tag = 'X' AND attr = 'Z',covering search,attr = country,0.96,1.34,否
q_23417,rare_tag = 'X' AND attr = 'Z',root search,root,0.969,0.26,否
q_23418,city = 'Beijing',covering search,attr = income,0.945,0.6,否
q_23419,"age ∈ [20,60] AND gender = 'M'",upward search,attr = B → root,0.942,1.25,否
q_23420,"income ∈ [50k, 100k] AND hobby = 'Music'",covering search,attr = income,0.944,1.33,否
q_23421,department = 'R&D',covering search,attr = income,0.947,0.28,否
q_23422,"age ∈ [20,60] AND attr = 'D'",covering search,attr = income,0.93,0.6,否
q_23423,"age ∈ [20,60] AND country = 'US'",upward search,attr = D → root,0.959,0.27,否
q_23424,"age ∈ [20,60] AND gender = 'M'",covering search,attr = country,0.939,0.48,否
q_23425,"age ∈ [20,60] AND attr = 'D'",upward search,attr = D → root,0.923,0.55,否
q_23426,"age ∈ [20,60] AND gender = 'M'",root search,root,0.972,0.35,否
q_23427,"income ∈ [50k, 100k] AND hobby = 'Music'",brute-force fallback,N/A,0.995,2.92,是
q_23428,department = 'R&D',root search,root,0.933,0.81,否
q_23429,"age ∈ [20,60] AND gender = 'M'",covering search,attr = income,0.939,0.75,否
q_23430,"age ∈ [20,60] AND country = 'US'",covering search,attr = country,0.931,1.35,否
q_23431,department = 'R&D',upward search,attr = D → root,0.979,1.31,否
q_23432,"age ∈ [20,60] AND gender = 'M'",covering search,attr = income,0.932,0.23,否
q_23433,rare_tag = 'X' AND attr = 'Z',upward search,attr = B → root,0.957,0.85,否
q_23434,"age ∈ [20,60] AND gender = 'M'",covering search,attr = income,0.936,1.08,否
q_23435,department = 'R&D',upward search,attr = B → root,0.929,0.39,否
q_23436,"income ∈ [50k, 100k] AND hobby = 'Music'",covering search,attr = age,0.955,0.73,否
q_23437,city = 'Beijing',covering search,attr = country,0.98,1.31,否
q_23438,rare_tag = 'X' AND attr = 'Z',covering search,attr = income,0.921,0.37,否
q_23439,city = 'Beijing',root search,root,0.947,1.01,否
q_23440,"age ∈ [20,60] AND attr = 'D'",upward search,attr = B → root,0.944,1.31,否
q_23441,department = 'R&D',root search,root,0.928,1.23,否
q_23442,city = 'Beijing',root search,root,0.939,1.22,否
q_23443,rare_tag = 'X' AND attr = 'Z',root search,root,0.955,1.23,否
q_23444,rare_tag = 'X' AND attr = 'Z',upward search,attr = B → root,0.979,0.51,否
q_23445,rare_tag = 'X' AND attr = 'Z',upward search,attr = B → root,0.944,1.03,否
q_23446,rare_tag = 'X' AND attr = 'Z',covering search,attr = age,0.935,0.92,否
q_23447,"age ∈ [20,60] AND attr = 'D'",root search,root,0.951,0.65,否
q_23448,city = 'Beijing',root search,root,0.943,0.26,否
q_23449,"age ∈ [20,60] AND country = 'US'",brute-force fallback,N/A,0.974,3.76,是
q_23450,department = 'R&D',covering search,attr = country,0.926,0.62,否
q_23451,department = 'R&D',root search,root,0.948,0.33,否
q_23452,rare_tag = 'X' AND attr = 'Z',root search,root,0.967,0.68,否
q_23453,city = 'Beijing',covering search,attr = country,0.923,0.82,否
q_23454,rare_tag = 'X' AND attr = 'Z',upward search,attr = B → root,0.959,1.39,否
q_23455,department = 'R&D',brute-force fallback,N/A,0.948,5.86,是
q_23456,"age ∈ [20,60] AND attr = 'D'",covering search,attr = age,0.937,0.74,否
q_23457,"income ∈ [50k, 100k] AND hobby = 'Music'",covering search,attr = country,0.943,0.98,否
q_23458,city = 'Beijing',root search,root,0.932,1.2,否
q_23459,"age ∈ [20,60] AND gender = 'M'",root search,root,0.951,1.08,否
q_23460,city = 'Beijing',brute-force fallback,N/A,0.945,2.07,是
q_23461,rare_tag = 'X' AND attr = 'Z',root search,root,0.966,1.22,否
q_23462,city = 'Beijing',covering search,attr = country,0.978,0.92,否
q_23463,city = 'Beijing',root search,root,0.979,0.36,否
q_23464,"age ∈ [20,60] AND country = 'US'",covering search,attr = age,0.971,0.66,否
q_23465,rare_tag = 'X' AND attr = 'Z',upward search,attr = D → root,0.947,1.28,否
q_23466,"income ∈ [50k, 100k] AND hobby = 'Music'",brute-force fallback,N/A,0.946,4.21,是
q_23467,rare_tag = 'X' AND attr = 'Z',brute-force fallback,N/A,0.997,2.96,是
q_23468,"age ∈ [20,60] AND country = 'US'",root search,root,0.956,1.42,否
q_23469,"age ∈ [20,60] AND attr = 'D'",upward search,attr = B → root,0.959,1.16,否
q_23470,city = 'Beijing',root search,root,0.948,1.22,否
q_23471,rare_tag = 'X' AND attr = 'Z',covering search,attr = age,0.932,1.39,否
